Title,Description,Image URL,Address,Country,Number of Bedrooms,Number of Bathrooms,Floor Size (m2),Price (USD),Property URL
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 5 bedrooms, 4 bathrooms, Sea View, City View, parking lot.",https://assets.xomio.com/listings/images/rl-133580029__0__720.jpg,Mugla,Turkey,5.0,4.0,140.0,762032,https://www.century21global.com/en/p/muğla-turkey--rl-133580029
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-133418687__0__720.jpg,Mugla,Turkey,,,3650.0,762032,https://www.century21global.com/en/p/muğla-turkey--rl-133418687
"Home For Sale, Kocaeli Turkey","Home at Kocaeli Turkey With 4 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134680095__0__720.jpg,Kocaeli,Turkey,4.0,3.0,200.0,762032,https://www.century21global.com/en/p/kocaeli-turkey--rl-134680095
"Condominium/Co-Op For Sale, Balıkesir Turkey","Condominium/Co-Op at Balıkesir Turkey With 6 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134367160__0__720.jpg,Balıkesir,Turkey,6.0,2.0,210.0,747654,https://www.century21global.com/en/p/balıkesir-turkey--rl-134367160
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 6 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134490673__0__720.jpg,İstanbul-Avrupa,Turkey,6.0,2.0,219.0,747654,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134490673
"Home For Sale, Izmir Turkey","Home at Izmir Turkey With 4 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134462193__0__720.jpg,Izmir,Turkey,4.0,3.0,150.0,747654,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134462193
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-134956007__0__720.jpg,Ankara,Turkey,,,56513.0,747654,https://www.century21global.com/en/p/ankara-turkey--rl-134956007
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 4 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134934752__0__720.jpg,İstanbul-Avrupa,Turkey,4.0,0.0,235.0,747654,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134934752
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 4 bedrooms, 3 bathrooms, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134620173__0__720.jpg,İstanbul-Avrupa,Turkey,4.0,3.0,220.0,747654,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134620173
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-133845972__0__720.jpg,Ankara,Turkey,,,299.0,747654,https://www.century21global.com/en/p/ankara-turkey--rl-133845972
"Home For Sale, Denizli Turkey","Home at Denizli Turkey With 6 bedrooms, 3 bathrooms, Mountain View, City View, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-133828102__0__720.jpg,Denizli,Turkey,6.0,3.0,400.0,744031,https://www.century21global.com/en/p/denizli-turkey--rl-133828102
"Home For Sale, Izmir Turkey",Home at Izmir Turkey.,https://assets.xomio.com/listings/images/rl-134926323__0__720.jpg,Izmir,Turkey,,,5000.0,741903,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134926323
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-134918985__0__720.jpg,Ankara,Turkey,,,430.0,736152,https://www.century21global.com/en/p/ankara-turkey--rl-134918985
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 4 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134934732__0__720.jpg,İstanbul-Avrupa,Turkey,4.0,2.0,165.0,733277,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134934732
"Single Family House For Sale, İstanbul-Avrupa Turkey","Single Family House at İstanbul-Avrupa Turkey With 15 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134876845__0__720.jpg,İstanbul-Avrupa,Turkey,15.0,0.0,113.0,718899,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134876845
"Home For Sale, Mugla 48400 Turkey","Home at Mugla 48400 Turkey With 3 bedrooms, 2 bathrooms, Sea View, parking lot.",https://assets.xomio.com/listings/images/rl-133559234__0__720.jpg,Mugla,Turkey,3.0,2.0,115.0,718899,https://www.century21global.com/en/p/muğla-48400-turkey--rl-133559234
"Home For Sale, Tekirdağ Turkey","Home at Tekirdağ Turkey With 5 bedrooms, 3 bathrooms, Park View, Pool View, City View, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134899684__0__720.jpg,Tekirdağ,Turkey,5.0,3.0,211.0,718899,https://www.century21global.com/en/p/tekirdağ-turkey--rl-134899684
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 3 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134328429__0__720.jpg,Mugla,Turkey,3.0,2.0,130.0,718899,https://www.century21global.com/en/p/muğla-turkey--rl-134328429
"Home For Sale, Aydın Turkey","Home at Aydın Turkey With 4 bedrooms, 4 bathrooms, Mountain View, Sea View, Park View, Pool View, City View, Park or Green Belt View.",https://assets.xomio.com/listings/images/rl-134904549__0__720.jpg,Aydın,Turkey,4.0,4.0,160.0,718899,https://www.century21global.com/en/p/aydın-turkey--rl-134904549
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-133253268__0__720.jpg,İstanbul-Avrupa,Turkey,,,1000.0,718899,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-133253268
"Home For Sale, Balıkesir 10200 Turkey","Home at Balıkesir 10200 Turkey With 10 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134847613__0__720.jpg,Balıkesir,Turkey,10.0,0.0,234.0,718899,https://www.century21global.com/en/p/balıkesir-10200-turkey--rl-134847613
"Farm For Sale, Eskişehir Turkey","Farm at Eskişehir Turkey With 6 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134669963__0__720.jpg,Eskişehir,Turkey,6.0,2.0,140.0,718899,https://www.century21global.com/en/p/eskişehir-turkey--rl-134669963
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 3 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134799192__0__720.jpg,İstanbul-Anadolu,Turkey,3.0,2.0,120.0,718899,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134799192
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 4 bedrooms, 5 bathrooms, Sea View, Pool View, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134876872__0__720.jpg,Mugla,Turkey,4.0,5.0,230.0,718899,https://www.century21global.com/en/p/muğla-turkey--rl-134876872
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 3 bedrooms, 3 bathrooms, Sea View, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-133915625__0__720.jpg,Mugla,Turkey,3.0,3.0,180.0,718899,https://www.century21global.com/en/p/muğla-turkey--rl-133915625
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 4 bedrooms, 2 bathrooms, Park View, City View, Park or Green Belt View, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133171667__0__720.jpg,İstanbul-Avrupa,Turkey,4.0,2.0,230.0,717461,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-133171667
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 4 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134516477__0__720.jpg,Mugla,Turkey,4.0,2.0,140.0,717461,https://www.century21global.com/en/p/muğla-turkey--rl-134516477
"Condominium/Co-Op For Sale, Ankara Turkey","Condominium/Co-Op at Ankara Turkey With 6 bedrooms, 3 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134411134__0__720.jpg,Ankara,Turkey,6.0,3.0,490.0,704521,https://www.century21global.com/en/p/ankara-turkey--rl-134411134
,,,,,,,,,
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-133828027__0__720.jpg,İstanbul-Avrupa,Turkey,1.0,0.0,90.0,704521,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-133828027
"Home For Sale, Kocaeli Turkey",Home at Kocaeli Turkey.,https://assets.xomio.com/listings/images/rl-132454202__0__720.jpg,Kocaeli,Turkey,,,1318.0,700000,https://www.century21global.com/en/p/kocaeli-turkey--rl-132454202
"Home For Sale, Balıkesir Turkey",Home at Balıkesir Turkey.,https://assets.xomio.com/listings/images/rl-134468330__0__720.jpg,Balıkesir,Turkey,,,10926.0,695894,https://www.century21global.com/en/p/balıkesir-turkey--rl-134468330
"Home For Sale, İstanbul-Avrupa 34535 Turkey",Home at İstanbul-Avrupa 34535 Turkey.,https://assets.xomio.com/listings/images/rl-133526755__0__720.jpg,İstanbul-Avrupa,Turkey,,,230.0,690143,https://www.century21global.com/en/p/i̇stanbul-avrupa-34535-turkey--rl-133526755
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 2 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134599565__0__720.jpg,Mugla,Turkey,2.0,2.0,100.0,690143,https://www.century21global.com/en/p/muğla-turkey--rl-134599565
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 5 bedrooms, 4 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-132997766__0__720.jpg,İstanbul-Anadolu,Turkey,5.0,4.0,200.0,690143,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-132997766
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 5 bedrooms, 3 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134263843__0__720.jpg,Ankara,Turkey,5.0,3.0,285.0,685829,https://www.century21global.com/en/p/ankara-turkey--rl-134263843
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-133836365__0__720.jpg,Mugla,Turkey,,,240.0,684391,https://www.century21global.com/en/p/muğla-turkey--rl-133836365
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 5 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134516444__0__720.jpg,Ankara,Turkey,5.0,3.0,200.0,682954,https://www.century21global.com/en/p/ankara-turkey--rl-134516444
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 3 bedrooms, 2 bathrooms, City View, Park or Green Belt View, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134794123__0__720.jpg,İstanbul-Anadolu,Turkey,3.0,2.0,115.0,675765,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134794123
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-133302757__0__720.jpg,İstanbul-Anadolu,Turkey,,,,675765,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133302757
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 2 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-132454300__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,2.0,120.0,675765,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-132454300
"Home For Sale, Aydın Turkey","Home at Aydın Turkey With 5 bedrooms, 4 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134620169__0__720.jpg,Aydın,Turkey,5.0,4.0,232.0,675765,https://www.century21global.com/en/p/aydın-turkey--rl-134620169
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 8 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-133302748__0__720.jpg,İstanbul-Anadolu,Turkey,8.0,3.0,240.0,675765,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133302748
"Home For Sale, Balıkesir Turkey",Home at Balıkesir Turkey.,https://assets.xomio.com/listings/images/rl-134403111__0__720.jpg,Balıkesir,Turkey,,,1250.0,675765,https://www.century21global.com/en/p/balıkesir-turkey--rl-134403111
"Home For Sale, Antalya 7000 Turkey","Home at Antalya 7000 Turkey With 6 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134926327__0__720.jpg,Antalya,Turkey,6.0,2.0,290.0,675765,https://www.century21global.com/en/p/antalya-7000-turkey--rl-134926327
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-134510243__0__720.jpg,İstanbul-Anadolu,Turkey,,,,675765,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134510243
"Condominium/Co-Op For Sale, Ankara Turkey","Condominium/Co-Op at Ankara Turkey With 6 bedrooms, 3 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134524703__0__720.jpg,Ankara,Turkey,6.0,3.0,207.0,675765,https://www.century21global.com/en/p/ankara-turkey--rl-134524703
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With one bedroom, 2 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134146291__0__720.jpg,İstanbul-Avrupa,Turkey,1.0,2.0,90.0,661387,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134146291
"Home For Sale, Balıkesir Turkey",Home at Balıkesir Turkey.,https://assets.xomio.com/listings/images/rl-134930525__0__720.jpg,Balıkesir,Turkey,,,13779.0,661387,https://www.century21global.com/en/p/balıkesir-turkey--rl-134930525
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 3 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134789971__0__720.jpg,Mugla,Turkey,3.0,3.0,145.0,661387,https://www.century21global.com/en/p/muğla-turkey--rl-134789971
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 2 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134889961__0__720.jpg,Mugla,Turkey,2.0,2.0,60.0,661387,https://www.century21global.com/en/p/muğla-turkey--rl-134889961
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 4 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-133451805__0__720.jpg,Ankara,Turkey,4.0,3.0,450.0,659949,https://www.century21global.com/en/p/ankara-turkey--rl-133451805
"Home For Sale, Balıkesir Turkey","Home at Balıkesir Turkey With 5 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134108537__0__720.jpg,Balıkesir,Turkey,5.0,0.0,200.0,661387,https://www.century21global.com/en/p/balıkesir-turkey--rl-134108537
"Home For Sale, Balıkesir Turkey","Home at Balıkesir Turkey With 5 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134108515__0__720.jpg,Balıkesir,Turkey,5.0,0.0,200.0,661387,https://www.century21global.com/en/p/balıkesir-turkey--rl-134108515
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 3 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134952475__0__720.jpg,İstanbul-Avrupa,Turkey,3.0,0.0,190.0,658511,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134952475
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 2 bedrooms, 2 bathrooms, Pool View, Park or Green Belt View, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134524722__0__720.jpg,İstanbul-Avrupa,Turkey,2.0,2.0,81.0,655635,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134524722
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 5 bedrooms, 4 bathrooms.",https://assets.xomio.com/listings/images/rl-133952248__0__720.jpg,Ankara,Turkey,5.0,4.0,400.0,654198,https://www.century21global.com/en/p/ankara-turkey--rl-133952248
"Home For Sale, Antalya Turkey",Home at Antalya Turkey.,https://assets.xomio.com/listings/images/rl-134498605__0__720.jpg,Antalya,Turkey,,,200.0,654198,https://www.century21global.com/en/p/antalya-turkey--rl-134498605
"Home For Sale, Balıkesir Turkey",Home at Balıkesir Turkey.,https://assets.xomio.com/listings/images/rl-134213940__0__720.jpg,Balıkesir,Turkey,,,12698.0,649884,https://www.century21global.com/en/p/balıkesir-turkey--rl-134213940
"Condominium/Co-Op For Sale, Ankara Turkey","Condominium/Co-Op at Ankara Turkey With 4 bedrooms, 2 bathrooms, Park View, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134385786__0__720.jpg,Ankara,Turkey,4.0,2.0,2326.0,647009,https://www.century21global.com/en/p/ankara-turkey--rl-134385786
"Home For Sale, Kocaeli Turkey","Home at Kocaeli Turkey With 7 bedrooms, 5 bathrooms.",https://assets.xomio.com/listings/images/rl-134765313__0__720.jpg,Kocaeli,Turkey,7.0,5.0,500.0,647009,https://www.century21global.com/en/p/kocaeli-turkey--rl-134765313
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 3 bedrooms, 3 bathrooms, Sea View, City View, parking lot.",https://assets.xomio.com/listings/images/rl-133685645__0__720.jpg,Mugla,Turkey,3.0,3.0,140.0,647009,https://www.century21global.com/en/p/muğla-turkey--rl-133685645
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 3 bedrooms, 2 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133237967__0__720.jpg,İstanbul-Anadolu,Turkey,3.0,2.0,91.0,647009,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133237967
"Home For Sale, Bursa Turkey",Home at Bursa Turkey.,https://assets.xomio.com/listings/images/rl-134956013__0__720.jpg,Bursa,Turkey,,,21920.0,647009,https://www.century21global.com/en/p/bursa-turkey--rl-134956013
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 5 bedrooms, 2 bathrooms, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134567367__0__720.jpg,İstanbul-Avrupa,Turkey,5.0,2.0,210.0,641257,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134567367
"Home For Sale, Izmir Turkey","Home at Izmir Turkey With 4 bedrooms, 3 bathrooms, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134659501__0__720.jpg,Izmir,Turkey,4.0,3.0,280.0,632631,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134659501
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-133364025__0__720.jpg,İstanbul-Anadolu,Turkey,,,488.0,632631,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133364025
"Home For Sale, İstanbul-Avrupa 34450 Turkey","Home at İstanbul-Avrupa 34450 Turkey With 4 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-132647140__0__720.jpg,İstanbul-Avrupa,Turkey,4.0,2.0,285.0,632631,https://www.century21global.com/en/p/i̇stanbul-avrupa-34450-turkey--rl-132647140
"Home For Sale, Balıkesir 10369 Turkey","Home at Balıkesir 10369 Turkey With 15 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134429058__0__720.jpg,Balıkesir,Turkey,15.0,0.0,300.0,632631,https://www.century21global.com/en/p/balıkesir-10369-turkey--rl-134429058
,,,,,,,,,
